Reporting country,Reference period,Item code,Item name,IORP type,Value (euro millions),Date of extraction (yyyymmdd)
LU,2023,R0010,Administrative expenses,DC,1.215981,20250716
LU,2023,R0020,Investment expenses,DB,2.009791,20250716
LU,2023,R0020,Investment expenses,DC,0.334114,20250716
LU,2023,R0030,Tax expenses,DB,0.022795,20250716
LU,2023,R0030,Tax expenses,DC,0.018351,20250716
LU,2023,R0040,Other expenses,DB,0.37865,20250716
LU,2023,R0040,Other expenses,DC,0.442869,20250716
LU,2023,R0050,Total expenses,DB,3.70465,20250716
LU,2023,R0050,Total expenses,DC,2.011315,20250716
LU,2024,R0010,Administrative expenses,DB,1.364568,20250716
LU,2024,R0010,Administrative expenses,DC,1.120455,20250716
LU,2024,R0020,Investment expenses,DB,2.135827,20250716
LU,2024,R0020,Investment expenses,DC,0.284535,20250716
LU,2024,R0030,Tax expenses,DB,0.025248,20250716
LU,2024,R0030,Tax expenses,DC,0.024652,20250716
LU,2024,R0040,Other expenses,DB,1.022623,20250716
LU,2024,R0040,Other expenses,DC,0.305172,20250716
LU,2024,R0050,Total expenses,DB,4.548267,20250716
LU,2024,R0050,Total expenses,DC,1.734814,20250716
LV,2020,R0010,Administrative expenses,DC,1.148572,20250716
LV,2020,R0020,Investment expenses,DC,1.050539,20250716
LV,2020,R0030,Tax expenses,DC,0.0,20250716
LV,2020,R0040,Other expenses,DC,0.052288,20250716
LV,2020,R0050,Total expenses,DC,2.251399,20250716
LV,2021,R0010,Administrative expenses,DC,1.159644,20250716
LV,2021,R0020,Investment expenses,DC,1.192483,20250716
LV,2021,R0030,Tax expenses,DC,0.0,20250716
LV,2021,R0040,Other expenses,DC,0.106406,20250716
LV,2021,R0050,Total expenses,DC,2.458533,20250716
LV,2022,R0010,Administrative expenses,DC,1.063773,20250716
LV,2022,R0020,Investment expenses,DC,1.135255,20250716
LV,2022,R0030,Tax expenses,DC,0.0,20250716
LV,2022,R0040,Other expenses,DC,0.027827,20250716
LV,2022,R0050,Total expenses,DC,2.226856,20250716
LV,2023,R0010,Administrative expenses,DC,0.843392,20250716
LV,2023,R0020,Investment expenses,DC,1.151971,20250716
LV,2023,R0030,Tax expenses,DC,0.0,20250716
LV,2023,R0040,Other expenses,DC,2e-06,20250716
LV,2023,R0050,Total expenses,DC,1.995364,20250716
LV,2024,R0010,Administrative expenses,DC,0.928224,20250716
LV,2024,R0020,Investment expenses,DC,1.380417,20250716
LV,2024,R0030,Tax expenses,DC,0.0,20250716
LV,2024,R0040,Other expenses,DC,0.0,20250716
LV,2024,R0050,Total expenses,DC,2.308641,20250716
MT,2020,R0010,Administrative expenses,DB,0.0,20250716
MT,2020,R0010,Administrative expenses,DC,0.359801,20250716
MT,2020,R0020,Investment expenses,DB,0.0,20250716
MT,2020,R0020,Investment expenses,DC,0.185838,20250716
MT,2020,R0030,Tax expenses,DB,0.0,20250716
MT,2020,R0030,Tax expenses,DC,0.0,20250716
MT,2020,R0040,Other expenses,DB,0.0,20250716
MT,2020,R0040,Other expenses,DC,0.213512,20250716
MT,2020,R0050,Total expenses,DB,0.0,20250716
MT,2020,R0050,Total expenses,DC,0.759151,20250716
MT,2021,R0010,Administrative expenses,DB,0.0,20250716
MT,2021,R0010,Administrative expenses,DC,0.218454,20250716
MT,2021,R0020,Investment expenses,DB,0.0,20250716
MT,2021,R0020,Investment expenses,DC,0.373786,20250716
MT,2021,R0030,Tax expenses,DB,0.0,20250716
MT,2021,R0030,Tax expenses,DC,0.0,20250716
MT,2021,R0040,Other expenses,DB,0.0,20250716
MT,2021,R0040,Other expenses,DC,0.273587,20250716
MT,2021,R0050,Total expenses,DB,0.0,20250716
MT,2021,R0050,Total expenses,DC,0.865827,20250716
MT,2022,R0010,Administrative expenses,DB,0.0,20250716
MT,2022,R0010,Administrative expenses,DC,0.636509,20250716
MT,2022,R0020,Investment expenses,DB,0.0,20250716
MT,2022,R0020,Investment expenses,DC,0.058505,20250716
MT,2022,R0030,Tax expenses,DB,0.0,20250716
MT,2022,R0030,Tax expenses,DC,0.0,20250716
MT,2022,R0040,Other expenses,DB,0.0,20250716
MT,2022,R0040,Other expenses,DC,0.510245,20250716
MT,2022,R0050,Total expenses,DB,0.0,20250716
MT,2022,R0050,Total expenses,DC,1.205259,20250716
MT,2023,R0010,Administrative expenses,DB,0.0,20250716
MT,2023,R0010,Administrative expenses,DC,0.894229,20250716
MT,2023,R0020,Investment expenses,DB,0.0,20250716
MT,2023,R0020,Investment expenses,DC,0.0,20250716
MT,2023,R0030,Tax expenses,DB,0.0,20250716
MT,2023,R0030,Tax expenses,DC,0.0,20250716
MT,2023,R0040,Other expenses,DB,0.0,20250716
MT,2023,R0040,Other expenses,DC,0.5523,20250716
MT,2023,R0050,Total expenses,DB,0.0,20250716
MT,2023,R0050,Total expenses,DC,1.446529,20250716
MT,2024,R0010,Administrative expenses,DB,0.0,20250716
MT,2024,R0010,Administrative expenses,DC,1.083981,20250716
MT,2024,R0020,Investment expenses,DB,0.0,20250716
MT,2024,R0020,Investment expenses,DC,0.0,20250716
MT,2024,R0030,Tax expenses,DB,0.0,20250716
MT,2024,R0030,Tax expenses,DC,0.0,20250716
MT,2024,R0040,Other expenses,DB,0.0,20250716
MT,2024,R0040,Other expenses,DC,0.603813,20250716
MT,2024,R0050,Total expenses,DB,0.0,20250716
MT,2024,R0050,Total expenses,DC,1.687794,20250716
NL,2020,R0010,Administrative expenses,DB,838.759439,20250716
NL,2020,R0010,Administrative expenses,DC,54.335312,20250716
NL,2020,R0020,Investment expenses,DB,9254.239328,20250716
NL,2020,R0020,Investment expenses,DC,3.330426,20250716
NL,2020,R0040,Other expenses,DB,211.500797,20250716
NL,2020,R0040,Other expenses,DC,10.238566,20250716
NL,2020,R0050,Total expenses,DB,10304.499564,20250716
NL,2020,R0050,Total expenses,DC,67.904304,20250716
NL,2021,R0010,Administrative expenses,DB,871.878212,20250716
NL,2021,R0010,Administrative expenses,DC,57.265792,20250716
NL,2021,R0020,Investment expenses,DB,13412.328645,20250716
NL,2021,R0020,Investment expenses,DC,4.801936,20250716
NL,2021,R0040,Other expenses,DB,188.940688,20250716
NL,2021,R0040,Other expenses,DC,11.223181,20250716
NL,2021,R0050,Total expenses,DB,14473.147545,20250716
NL,2021,R0050,Total expenses,DC,73.290909,20250716
NL,2022,R0010,Administrative expenses,DB,937.894746,20250716
NL,2022,R0010,Administrative expenses,DC,58.001987,20250716
NL,2022,R0020,Investment expenses,DB,8553.741693,20250716
NL,2022,R0020,Investment expenses,DC,5.103641,20250716
NL,2022,R0040,Other expenses,DB,210.231851,20250716
NL,2022,R0040,Other expenses,DC,15.604156,20250716
NL,2022,R0050,Total expenses,DB,9701.86829,20250716
NL,2022,R0050,Total expenses,DC,78.709785,20250716
NL,2023,R0010,Administrative expenses,DB,1043.558411,20250716
NL,2023,R0010,Administrative expenses,DC,81.861943,20250716
NL,2023,R0020,Investment expenses,DB,7162.302937,20250716
NL,2023,R0020,Investment expenses,DC,3.145617,20250716
NL,2023,R0040,Other expenses,DB,230.30841,20250716
NL,2023,R0040,Other expenses,DC,6.325852,20250716
NL,2023,R0050,Total expenses,DB,8436.169758,20250716
NL,2023,R0050,Total expenses,DC,91.333412,20250716
NL,2024,R0010,Administrative expenses,DB,1209.911504,20250716
NL,2024,R0010,Administrative expenses,DC,73.685578,20250716
NL,2024,R0020,Investment expenses,DB,7800.29171,20250716
NL,2024,R0020,Investment expenses,DC,9.090146,20250716
NL,2024,R0040,Other expenses,DB,277.790657,20250716
NL,2024,R0040,Other expenses,DC,3.493188,20250716
NL,2024,R0050,Total expenses,DB,9287.993871,20250716
NL,2024,R0050,Total expenses,DC,86.268912,20250716
NO,2020,R0010,Administrative expenses,no split available,66.923584,20250716
NO,2020,R0020,Investment expenses,no split available,51.447427,20250716
NO,2020,R0030,Tax expenses,no split available,35.384946,20250716
NO,2020,R0040,Other expenses,no split available,5.074764,20250716
NO,2020,R0050,Total expenses,no split available,158.830721,20250716
NO,2021,R0010,Administrative expenses,no split available,56.347578,20250716
NO,2021,R0020,Investment expenses,no split available,64.337649,20250716
NO,2021,R0030,Tax expenses,no split available,50.290325,20250716
NO,2021,R0040,Other expenses,no split available,7.033472,20250716
NO,2021,R0050,Total expenses,no split available,178.009024,20250716
NO,2022,R0010,Administrative expenses,no split available,69.155798,20250716
NO,2022,R0020,Investment expenses,no split available,59.138957,20250716
NO,2022,R0030,Tax expenses,no split available,11.383325,20250716
NO,2022,R0040,Other expenses,no split available,6.184412,20250716
NO,2022,R0050,Total expenses,no split available,145.862491,20250716
NO,2023,R0010,Administrative expenses,no split available,44.899881,20250716
NO,2023,R0020,Investment expenses,no split available,42.346495,20250716
NO,2023,R0030,Tax expenses,no split available,65.800656,20250716
NO,2023,R0040,Other expenses,no split available,9.346158,20250716
NO,2023,R0050,Total expenses,no split available,162.39319,20250716
NO,2024,R0010,Administrative expenses,DB,65.130273,20250716
NO,2024,R0020,Investment expenses,DB,45.548844,20250716
NO,2024,R0030,Tax expenses,DB,61.420108,20250716
NO,2024,R0040,Other expenses,DB,10.714954,20250716
NO,2024,R0050,Total expenses,DB,182.814179,20250716
Other,2020,R0010,Administrative expenses,no split available,153.642551,20250716
Other,2020,R0020,Investment expenses,no split available,85.130021,20250716
Other,2020,R0030,Tax expenses,no split available,32.059395,20250716
Other,2020,R0040,Other expenses,no split available,36.691129,20250716
Other,2020,R0050,Total expenses,no split available,307.523096,20250716
Other,2021,R0010,Administrative expenses,no split available,243.37959,20250716
Other,2021,R0020,Investment expenses,no split available,148.306082,20250716
Other,2021,R0030,Tax expenses,no split available,27.073028,20250716
Other,2021,R0040,Other expenses,no split available,66.691562,20250716
Other,2021,R0050,Total expenses,no split available,485.450261,20250716
Other,2022,R0010,Administrative expenses,no split available,1039.163937,20250716
Other,2022,R0020,Investment expenses,no split available,388.756128,20250716
Other,2022,R0030,Tax expenses,no split available,174.829182,20250716
Other,2022,R0040,Other expenses,no split available,210.942577,20250716
Other,2022,R0050,Total expenses,no split available,1813.691824,20250716
Other,2023,R0010,Administrative expenses,no split available,2.407221,20250716
Other,2023,R0020,Investment expenses,no split available,0.082883,20250716
Other,2023,R0030,Tax expenses,no split available,0.260045,20250716
Other,2023,R0040,Other expenses,no split available,0.265878,20250716
Other,2023,R0050,Total expenses,no split available,3.016026,20250716
Other,2024,R0010,Administrative expenses,no split available,2.771383,20250716
Other,2024,R0020,Investment expenses,no split available,0.060307,20250716
Other,2024,R0030,Tax expenses,no split available,0.28978,20250716
Other,2024,R0040,Other expenses,no split available,0.379317,20250716
Other,2024,R0050,Total expenses,no split available,3.500788,20250716
PT,2020,R0010,Administrative expenses,DB,1.336089,20250716
PT,2020,R0010,Administrative expenses,DC,0.227249,20250716
PT,2020,R0020,Investment expenses,DB,38.231669,20250716
PT,2020,R0020,Investment expenses,DC,5.223437,20250716
PT,2020,R0030,Tax expenses,DB,0.688203,20250716
PT,2020,R0030,Tax expenses,DC,0.077331,20250716
PT,2020,R0040,Other expenses,DB,6.002614,20250716
PT,2020,R0040,Other expenses,DC,0.302878,20250716
PT,2020,R0050,Total expenses,DB,46.258575,20250716
PT,2020,R0050,Total expenses,DC,5.830896,20250716
PT,2021,R0010,Administrative expenses,DB,1.24232,20250716
PT,2021,R0010,Administrative expenses,DC,0.19954,20250716
PT,2021,R0020,Investment expenses,DB,42.695043,20250716
PT,2021,R0020,Investment expenses,DC,6.216998,20250716
PT,2021,R0030,Tax expenses,DB,2.573143,20250716
PT,2021,R0030,Tax expenses,DC,0.29802,20250716
PT,2021,R0040,Other expenses,DB,7.263687,20250716
PT,2021,R0040,Other expenses,DC,0.555166,20250716
PT,2021,R0050,Total expenses,DB,53.774193,20250716
PT,2021,R0050,Total expenses,DC,7.269723,20250716
PT,2022,R0010,Administrative expenses,DB,1.381589,20250716
PT,2022,R0010,Administrative expenses,DC,0.202131,20250716
PT,2022,R0020,Investment expenses,DB,29.438385,20250716
PT,2022,R0020,Investment expenses,DC,6.168148,20250716
PT,2022,R0030,Tax expenses,DB,1.656111,20250716
PT,2022,R0030,Tax expenses,DC,0.287576,20250716
PT,2022,R0040,Other expenses,DB,5.878422,20250716
PT,2022,R0040,Other expenses,DC,0.303486,20250716
PT,2022,R0050,Total expenses,DB,38.354507,20250716
PT,2022,R0050,Total expenses,DC,6.96134,20250716
PT,2023,R0010,Administrative expenses,DB,2.275953,20250716
PT,2023,R0010,Administrative expenses,DC,0.192058,20250716
PT,2023,R0020,Investment expenses,DB,28.620905,20250716
PT,2023,R0020,Investment expenses,DC,6.136098,20250716
PT,2023,R0030,Tax expenses,DB,2.147817,20250716
PT,2023,R0030,Tax expenses,DC,0.330393,20250716
PT,2023,R0040,Other expenses,DB,8.42812,20250716
PT,2023,R0040,Other expenses,DC,0.013772,20250716
PT,2023,R0050,Total expenses,DB,41.472796,20250716
PT,2023,R0050,Total expenses,DC,6.672321,20250716
PT,2024,R0010,Administrative expenses,DB,2.126687,20250716
PT,2024,R0010,Administrative expenses,DC,0.276643,20250716
PT,2024,R0020,Investment expenses,DB,28.162381,20250716
PT,2024,R0020,Investment expenses,DC,6.242432,20250716
PT,2024,R0030,Tax expenses,DB,2.580069,20250716
PT,2024,R0030,Tax expenses,DC,0.333037,20250716
PT,2024,R0040,Other expenses,DB,10.953661,20250716
PT,2024,R0040,Other expenses,DC,0.213646,20250716
PT,2024,R0050,Total expenses,DB,43.822798,20250716
PT,2024,R0050,Total expenses,DC,7.065758,20250716
SE,2020,R0010,Administrative expenses,DB,58.911987,20250716
SE,2020,R0010,Administrative expenses,DC,67.758604,20250716
SE,2020,R0020,Investment expenses,DB,297.178526,20250716
SE,2020,R0020,Investment expenses,DC,159.322476,20250716
SE,2020,R0030,Tax expenses,DB,82.723807,20250716
SE,2020,R0030,Tax expenses,DC,57.488524,20250716
SE,2020,R0040,Other expenses,DB,4.421366,20250716
SE,2020,R0040,Other expenses,DC,366.667815,20250716
SE,2020,R0050,Total expenses,DB,443.235685,20250716
SE,2020,R0050,Total expenses,DC,651.23742,20250716
SE,2021,R0010,Administrative expenses,DB,76.939914,20250716
SE,2021,R0010,Administrative expenses,DC,86.1067,20250716
SE,2021,R0020,Investment expenses,DB,68.690321,20250716
SE,2021,R0020,Investment expenses,DC,121.945269,20250716
SE,2021,R0030,Tax expenses,DB,128.562428,20250716
SE,2021,R0030,Tax expenses,DC,64.201278,20250716
SE,2021,R0040,Other expenses,DB,4.4698,20250716
SE,2021,R0040,Other expenses,DC,180.991082,20250716
SE,2021,R0050,Total expenses,DB,278.662462,20250716
SE,2021,R0050,Total expenses,DC,453.24433,20250716
SE,2022,R0010,Administrative expenses,DB,240.488034,20250716
SE,2022,R0010,Administrative expenses,DC,104.100376,20250716
SE,2022,R0020,Investment expenses,DB,515.408937,20250716
SE,2022,R0020,Investment expenses,DC,263.78259,20250716
SE,2022,R0030,Tax expenses,DB,-167.590701,20250716
SE,2022,R0030,Tax expenses,DC,67.146793,20250716
SE,2022,R0040,Other expenses,DB,41.039597,20250716
SE,2022,R0040,Other expenses,DC,337.849268,20250716
SE,2022,R0050,Total expenses,DB,629.345866,20250716
SE,2022,R0050,Total expenses,DC,772.879027,20250716
SE,2023,R0010,Administrative expenses,DB,276.1281,20250716
SE,2023,R0010,Administrative expenses,DC,150.26623,20250716
SE,2023,R0020,Investment expenses,DB,266.983928,20250716
SE,2023,R0020,Investment expenses,DC,176.126349,20250716
SE,2023,R0030,Tax expenses,DB,416.366816,20250716
SE,2023,R0030,Tax expenses,DC,244.755557,20250716
SE,2023,R0040,Other expenses,DB,42.042033,20250716
SE,2023,R0040,Other expenses,DC,557.980751,20250716
SE,2023,R0050,Total expenses,DB,1001.520877,20250716
SE,2023,R0050,Total expenses,DC,1129.128887,20250716
SE,2024,R0010,Administrative expenses,DB,262.591352,20250716
SE,2024,R0010,Administrative expenses,DC,151.871004,20250716
SE,2024,R0020,Investment expenses,DB,449.367251,20250716
SE,2024,R0020,Investment expenses,DC,239.277938,20250716
SE,2024,R0030,Tax expenses,DB,323.61067,20250716
SE,2024,R0030,Tax expenses,DC,481.116921,20250716
SE,2024,R0040,Other expenses,DB,43.382561,20250716
SE,2024,R0040,Other expenses,DC,394.737023,20250716
SE,2024,R0050,Total expenses,DB,1078.951834,20250716
SE,2024,R0050,Total expenses,DC,1267.002887,20250716
SI,2020,R0010,Administrative expenses,DB,11.140949,20250716
SI,2020,R0010,Administrative expenses,DC,0.0,20250716
SI,2020,R0020,Investment expenses,DB,0.287954,20250716
SI,2020,R0020,Investment expenses,DC,0.0,20250716
SI,2020,R0030,Tax expenses,DB,0.006319,20250716
SI,2020,R0030,Tax expenses,DC,0.0,20250716
SI,2020,R0040,Other expenses,DB,0.468315,20250716
SI,2020,R0040,Other expenses,DC,0.0,20250716
SI,2020,R0050,Total expenses,DB,11.903537,20250716
SI,2020,R0050,Total expenses,DC,0.0,20250716
SI,2021,R0010,Administrative expenses,DB,13.588331,20250716
SI,2021,R0010,Administrative expenses,DC,0.0,20250716
SI,2021,R0020,Investment expenses,DB,0.570131,20250716
SI,2021,R0020,Investment expenses,DC,0.0,20250716
SI,2021,R0030,Tax expenses,DB,0.13448,20250716
SI,2021,R0030,Tax expenses,DC,0.0,20250716
SI,2021,R0040,Other expenses,DB,1.300859,20250716
SI,2021,R0040,Other expenses,DC,0.0,20250716
SI,2021,R0050,Total expenses,DB,15.593801,20250716
SI,2021,R0050,Total expenses,DC,0.0,20250716
SI,2022,R0010,Administrative expenses,DB,13.988217,20250716
SI,2022,R0010,Administrative expenses,DC,0.0,20250716
SI,2022,R0020,Investment expenses,DB,0.460073,20250716
SI,2022,R0020,Investment expenses,DC,0.0,20250716
SI,2022,R0030,Tax expenses,DB,0.108423,20250716
SI,2022,R0030,Tax expenses,DC,0.0,20250716
SI,2022,R0040,Other expenses,DB,1.541684,20250716
SI,2022,R0040,Other expenses,DC,0.0,20250716
SI,2022,R0050,Total expenses,DB,16.098397,20250716
SI,2022,R0050,Total expenses,DC,0.0,20250716
SI,2023,R0010,Administrative expenses,DB,14.93854,20250716
SI,2023,R0010,Administrative expenses,DC,0.0,20250716
SI,2023,R0020,Investment expenses,DB,0.139996,20250716
SI,2023,R0020,Investment expenses,DC,0.0,20250716
SI,2023,R0030,Tax expenses,DB,0.102568,20250716
SI,2023,R0030,Tax expenses,DC,0.0,20250716
SI,2023,R0040,Other expenses,DB,1.140359,20250716
SI,2023,R0040,Other expenses,DC,0.0,20250716
SI,2023,R0050,Total expenses,DB,16.321463,20250716
SI,2023,R0050,Total expenses,DC,0.0,20250716
SI,2024,R0010,Administrative expenses,DB,16.665802,20250716
SI,2024,R0010,Administrative expenses,DC,0.0,20250716
SI,2024,R0020,Investment expenses,DB,0.156929,20250716
SI,2024,R0020,Investment expenses,DC,0.0,20250716
SI,2024,R0030,Tax expenses,DB,0.129625,20250716
SI,2024,R0030,Tax expenses,DC,0.0,20250716
SI,2024,R0040,Other expenses,DB,1.282188,20250716
SI,2024,R0040,Other expenses,DC,0.0,20250716
SI,2024,R0050,Total expenses,DB,18.234544,20250716
SI,2024,R0050,Total expenses,DC,0.0,20250716
SK,2020,R0010,Administrative expenses,DB,0.0,20250716
SK,2020,R0010,Administrative expenses,DC,22.298541,20250716
SK,2020,R0020,Investment expenses,DB,0.0,20250716
SK,2020,R0020,Investment expenses,DC,3.932927,20250716
SK,2020,R0030,Tax expenses,DB,0.0,20250716
SK,2020,R0030,Tax expenses,DC,0.20661,20250716
SK,2020,R0040,Other expenses,DB,0.0,20250716
SK,2020,R0040,Other expenses,DC,1.839091,20250716
SK,2020,R0050,Total expenses,DB,0.0,20250716
SK,2020,R0050,Total expenses,DC,28.277168,20250716
SK,2021,R0010,Administrative expenses,DB,0.0,20250716
SK,2021,R0010,Administrative expenses,DC,26.459838,20250716
SK,2021,R0020,Investment expenses,DB,0.0,20250716
SK,2021,R0020,Investment expenses,DC,11.773376,20250716
SK,2021,R0030,Tax expenses,DB,0.0,20250716
SK,2021,R0030,Tax expenses,DC,1.22191,20250716
SK,2021,R0040,Other expenses,DB,0.0,20250716
SK,2021,R0040,Other expenses,DC,3.480604,20250716
SK,2021,R0050,Total expenses,DB,0.0,20250716
SK,2021,R0050,Total expenses,DC,42.935725,20250716
SK,2022,R0010,Administrative expenses,DB,0.0,20250716
SK,2022,R0010,Administrative expenses,DC,26.958557,20250716
SK,2022,R0020,Investment expenses,DB,0.0,20250716
SK,2022,R0020,Investment expenses,DC,0.059597,20250716
SK,2022,R0030,Tax expenses,DB,0.0,20250716
SK,2022,R0030,Tax expenses,DC,0.392058,20250716
SK,2022,R0040,Other expenses,DB,0.0,20250716
SK,2022,R0040,Other expenses,DC,2.333494,20250716
SK,2022,R0050,Total expenses,DB,0.0,20250716
SK,2022,R0050,Total expenses,DC,29.743707,20250716
SK,2023,R0010,Administrative expenses,DB,0.0,20250716
SK,2023,R0010,Administrative expenses,DC,28.661224,20250716
SK,2023,R0020,Investment expenses,DB,0.0,20250716
SK,2023,R0020,Investment expenses,DC,0.002533,20250716
SK,2023,R0030,Tax expenses,DB,0.0,20250716
SK,2023,R0030,Tax expenses,DC,0.451591,20250716
SK,2023,R0040,Other expenses,DB,0.0,20250716
SK,2023,R0040,Other expenses,DC,2.305254,20250716
SK,2023,R0050,Total expenses,DB,0.0,20250716
SK,2023,R0050,Total expenses,DC,31.420603,20250716
SK,2024,R0010,Administrative expenses,DB,0.0,20250716
SK,2024,R0010,Administrative expenses,DC,31.735113,20250716
SK,2024,R0020,Investment expenses,DB,0.0,20250716
SK,2024,R0020,Investment expenses,DC,21.440014,20250716
SK,2024,R0030,Tax expenses,DB,0.0,20250716
SK,2024,R0030,Tax expenses,DC,0.519896,20250716
SK,2024,R0040,Other expenses,DB,0.0,20250716
SK,2024,R0040,Other expenses,DC,3.317186,20250716
SK,2024,R0050,Total expenses,DB,0.0,20250716
SK,2024,R0050,Total expenses,DC,57.012208,20250716
